SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1622004,448303,Consumer loans,3113.865,20466,19633.5,2047.5,20466,FRIDAY,12,Y,1,0.102851051,,,XAP,Approved,-2380,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Stone,45,Connectivity,8,high,POS mobile with interest,365243,-2349,-2139,-2139,-2133,1
1461886,262504,Revolving loans,2250,45000,45000,,45000,WEDNESDAY,13,Y,1,,,,XAP,Approved,-173,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),2,XNA,0,XNA,Card Street,365243,365243,365243,365243,365243,0
1100712,107930,Consumer loans,2683.71,26055,26932.5,2605.5,26055,THURSDAY,13,Y,1,0.096066977,,,XAP,Approved,-2171,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,37,Connectivity,18,high,POS mobile with interest,365243,-2140,-1630,-2020,-1993,0
2610149,264748,Consumer loans,14012.955,129375,147816,12937.5,129375,TUESDAY,6,Y,1,0.087650431,,,XAP,Approved,-1806,XNA,XAP,Children,New,Computers,POS,XNA,Stone,46,Consumer electronics,14,middle,POS household with interest,365243,-1761,-1371,-1401,-1395,0
1843595,375442,Consumer loans,15884.595,62055,55755,6300,62055,THURSDAY,7,Y,1,0.110567605,,,XAP,Approved,-2542,Non-cash from your account,XAP,Children,New,Mobile,POS,XNA,Stone,20,Connectivity,4,low_normal,POS mobile with interest,365243,-2506,-2416,-2416,-2413,0
2461944,186493,Consumer loans,8124.84,52470,45981,9000,52470,FRIDAY,5,Y,1,0.178276462,,,XAP,Approved,-2649,Non-cash from your account,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,20,Connectivity,7,low_normal,POS mobile with interest,365243,-2614,-2434,-2434,-2423,1
1823177,142407,Consumer loans,5657.67,61942.5,55746,6196.5,61942.5,SATURDAY,5,Y,1,0.108948651,,,XAP,Approved,-976,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,11,Connectivity,12,middle,POS mobile with interest,365243,-927,-597,-597,-590,0
1239267,355981,Cash loans,22034.025,315000,381528,,315000,TUESDAY,13,Y,1,,,,XNA,Approved,-184,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-154,536,365243,365243,1
2434216,151081,Cash loans,,0,0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-323,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1825098,232154,Cash loans,31406.31,450000,560097,,450000,FRIDAY,15,Y,1,,,,XNA,Approved,-831,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-801,-111,-591,-584,1
2649209,397411,Cash loans,,0,0,,,FRIDAY,17,Y,1,,,,XNA,Canceled,-308,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2507776,249796,Cash loans,37290.735,720000,781776,,720000,WEDNESDAY,15,Y,1,,,,XNA,Approved,-520,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30,low_normal,Cash X-Sell: low,365243,-490,380,-100,-96,1
1829751,385017,Cash loans,25512.165,675000,790830,,675000,SATURDAY,15,Y,1,,,,XNA,Approved,-461,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-431,1339,-71,-68,1
1467726,449664,Consumer loans,5363.82,29695.5,26725.5,2970,29695.5,SATURDAY,14,Y,1,0.108925595,,,XAP,Approved,-2506,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Stone,396,Connectivity,6,high,POS mobile with interest,365243,-2470,-2320,-2320,-2302,0
2307426,215175,Consumer loans,32872.14,278896.5,294237,0,278896.5,MONDAY,12,Y,1,0,,,XAP,Approved,-220,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Country-wide,100,Furniture,10,low_normal,POS industry with interest,365243,-189,81,365243,365243,0
1142494,191612,Consumer loans,15755.985,157590,141831,15759,157590,WEDNESDAY,11,Y,1,0.108909091,,,XAP,Refused,-643,Cash through the bank,HC,,Repeater,Furniture,POS,XNA,Country-wide,100,Furniture,10,low_normal,POS industry with interest,,,,,,
1556363,125430,Consumer loans,8917.335,56835,62838,0,56835,TUESDAY,14,Y,1,0,,,XAP,Approved,-111,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Regional / Local,100,Consumer electronics,8,middle,POS household with interest,365243,-81,129,365243,365243,1
2492374,110103,Consumer loans,19881.855,222345,193027.5,45000,222345,SUNDAY,9,Y,1,0.205896759,,,XAP,Approved,-1954,XNA,XAP,Unaccompanied,New,Furniture,POS,XNA,Regional / Local,509,Furniture,12,middle,POS industry with interest,365243,-1923,-1593,-1593,-1590,0
2553630,251602,Consumer loans,9741.51,90000,87682.5,9000,90000,MONDAY,16,Y,1,0.101381514,,,XAP,Approved,-2717,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,35,Furniture,10,low_normal,POS industry without interest,365243,-2683,-2413,-2413,-2410,1
1292519,370355,Consumer loans,10178.1,114525,101295,22905,114525,FRIDAY,11,Y,1,0.200850461,,,XAP,Approved,-1246,Cash through the bank,XAP,Family,Refreshed,Computers,POS,XNA,Regional / Local,272,Consumer electronics,12,middle,POS household with interest,365243,-1215,-885,-945,-935,0
1061013,240121,Consumer loans,13982.58,129181.5,125856,12919.5,129181.5,THURSDAY,10,Y,1,0.101390447,,,XAP,Approved,-1683,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,62,Consumer electronics,10,low_normal,POS household with interest,365243,-1611,-1341,-1371,-1365,0
2160794,110490,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-323,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1929862,335195,Cash loans,,0,0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-258,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2738939,262335,Consumer loans,9705.465,156600,161221.5,23490,156600,FRIDAY,17,Y,1,0.138501097,,,XAP,Refused,-222,Cash through the bank,LIMIT,Family,Repeater,Auto Accessories,POS,XNA,Stone,50,Auto technology,24,middle,POS other with interest,,,,,,
2595576,367106,Consumer loans,21166.38,164614.5,176386.5,0,164614.5,MONDAY,13,Y,1,0,,,XAP,Approved,-340,Cash through the bank,XAP,,Repeater,Jewelry,POS,XNA,Country-wide,98,Industry,10,middle,POS other with interest,,,,,,
2738052,306093,Consumer loans,13266.765,129600,129406.5,12960,129600,FRIDAY,17,Y,1,0.099142833,,,XAP,Approved,-493,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,155,Furniture,12,middle,POS industry with interest,365243,-456,-126,-306,-302,0
2107644,312795,Consumer loans,11344.275,110520,109296,11070,110520,THURSDAY,13,Y,1,0.100163139,,,XAP,Approved,-1990,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,2339,Consumer electronics,12,middle,POS household with interest,365243,-1959,-1629,-1689,-1686,0
2828242,170789,Cash loans,12204,225000,225000,,225000,TUESDAY,6,Y,1,,,,XNA,Refused,-1256,XNA,HC,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,,,,,,
1544147,214245,Cash loans,20516.4,225000,247275,,225000,WEDNESDAY,6,Y,1,,,,XNA,Approved,-1017,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,high,Cash X-Sell: high,365243,-987,-477,-837,-831,1
1018581,120791,Cash loans,,0,0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-108,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2254600,380197,Cash loans,33308.55,315000,332046,,315000,TUESDAY,17,Y,1,,,,XNA,Approved,-447,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-417,-87,-207,-204,1
2588885,281773,Cash loans,10089.9,202500,255960,,202500,THURSDAY,13,Y,1,,,,XNA,Approved,-1353,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,,,,,,
1124976,307175,Cash loans,10258.38,135000,193428,,135000,TUESDAY,10,Y,1,,,,Other,Refused,-409,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,middle,Cash Street: middle,,,,,,
2323198,341255,Cash loans,29590.155,135000,151393.5,,135000,THURSDAY,19,Y,1,,,,XNA,Approved,-873,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,high,Cash X-Sell: high,365243,-843,-693,-693,-687,1
2674354,425234,Cash loans,35873.73,270000,323820,,270000,THURSDAY,15,Y,1,,,,XNA,Approved,-361,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,high,Cash X-Sell: high,365243,-331,-1,-241,-239,1
1553637,418047,Cash loans,4666.5,45000,49455,,45000,MONDAY,16,Y,1,,,,XNA,Refused,-1024,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,high,Cash Street: high,,,,,,
2457311,150995,Cash loans,45626.31,900000,1004544,,900000,TUESDAY,15,Y,1,,,,XNA,Refused,-336,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,,,,,,
1937818,433800,Cash loans,15834.69,184500,202765.5,,184500,FRIDAY,10,Y,1,,,,XNA,Approved,-760,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-730,-220,-220,-212,1
2090521,207454,Revolving loans,18000,0,360000,,,WEDNESDAY,15,Y,1,,,,XAP,Approved,-611,XNA,XAP,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-584,-534,365243,365243,365243,0
1835477,268461,Consumer loans,6860.34,37984.5,34182,3802.5,37984.5,MONDAY,18,Y,1,0.109025212,,,XAP,Approved,-2758,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,73,Connectivity,6,low_normal,POS mobile with interest,365243,-2727,-2577,-2577,-2549,0
2539756,373941,Revolving loans,3375,0,67500,,,THURSDAY,17,Y,1,,,,XAP,Approved,-2302,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,50,Connectivity,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2507100,275204,Consumer loans,7436.43,190615.5,162013.5,28602,190615.5,MONDAY,8,Y,1,0.163418915,,,XAP,Refused,-2514,Cash through the bank,SCO,Children,Repeater,XNA,POS,XNA,Country-wide,-1,Consumer electronics,36,middle,POS household without interest,,,,,,
2273476,320342,Consumer loans,23862.285,116050.5,116050.5,0,116050.5,WEDNESDAY,11,Y,1,0,,,XAP,Approved,-315,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,24,Connectivity,6,high,POS mobile with interest,365243,-275,-125,-125,-122,0
1413069,245028,Revolving loans,4500,90000,90000,,90000,WEDNESDAY,16,Y,1,,,,XAP,Approved,-626,XNA,XAP,,Repeater,XNA,Cards,walk-in,Country-wide,30,Connectivity,0,XNA,Card Street,-568,-517,365243,365243,365243,0
1438060,153530,Cash loans,17079.255,135000,143910,,135000,THURSDAY,9,Y,1,,,,XNA,Approved,-889,XNA,XAP,Family,Repeater,XNA,Cash,walk-in,Country-wide,30,Connectivity,12,high,Cash Street: high,365243,-859,-529,-529,-522,1
1300990,194235,Consumer loans,4905.045,31410,34002,0,31410,THURSDAY,14,Y,1,0,,,XAP,Refused,-1162,Cash through the bank,LIMIT,Family,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10,high,POS mobile with interest,,,,,,
2704629,317044,Revolving loans,2250,45000,45000,,45000,FRIDAY,13,Y,1,,,,XAP,Approved,-326,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,30,Connectivity,0,XNA,Card Street,-202,-165,365243,365243,365243,0
2397583,188118,Consumer loans,1346.355,16155,14746.5,1408.5,16155,SUNDAY,9,Y,1,0.094954166,,,XAP,Approved,-2392,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,2641,Consumer electronics,12,low_action,POS household without interest,365243,-2360,-2030,-2030,-2028,0
1807228,267535,Cash loans,,0,0,,,TUESDAY,10,Y,1,,,,XNA,Canceled,-141,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1551414,253722,Cash loans,22018.5,450000,450000,,450000,TUESDAY,11,Y,1,,,,XNA,Approved,-44,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,365243,-14,1396,365243,365243,0
1538527,347603,Consumer loans,4453.38,35550,35550,0,35550,MONDAY,9,Y,1,0,,,XAP,Approved,-1395,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,25,Consumer electronics,12,high,POS household with interest,365243,-1364,-1034,-1034,-1025,0
2714193,420773,Consumer loans,11194.875,111960,100764,11196,111960,SATURDAY,11,Y,1,0.108909091,,,XAP,Approved,-2468,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Stone,1203,Consumer electronics,10,low_normal,POS household without interest,365243,-2437,-2167,-2167,-2159,0
1986562,168772,Consumer loans,21147.39,211495.5,190345.5,21150,211495.5,SUNDAY,11,Y,1,0.108911408,,,XAP,Refused,-2649,Cash through the bank,SCO,"Spouse, partner",Repeater,XNA,POS,XNA,Country-wide,10,Consumer electronics,10,low_normal,POS household without interest,,,,,,
2156808,301102,Consumer loans,10060.11,90225,90225,0,90225,SUNDAY,11,Y,1,0,,,XAP,Approved,-725,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,182,Consumer electronics,12,high,POS household with interest,365243,-692,-362,-362,-333,0
2195572,141041,Cash loans,15876.225,450000,553950,,450000,MONDAY,11,Y,1,,,,Other,Refused,-357,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60,low_normal,Cash Street: low,,,,,,
1079067,431997,Cash loans,15477.66,112500,136849.5,,112500,SUNDAY,7,Y,1,,,,XNA,Approved,-414,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,high,Cash X-Sell: high,365243,-384,-54,-264,-260,1
2535356,325833,Cash loans,60916.86,900000,952272,,900000,WEDNESDAY,6,Y,1,,,,XNA,Approved,-477,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-447,243,-297,-291,1
1490160,446344,Cash loans,42793.695,900000,1006920,,900000,FRIDAY,7,Y,1,,,,XNA,Approved,-117,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-87,963,365243,365243,1
2019334,147552,Cash loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-302,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1258550,270802,Cash loans,28679.265,454500,490495.5,,454500,TUESDAY,9,Y,1,,,,XNA,Approved,-387,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-357,333,365243,365243,1
2639856,108110,Cash loans,52026.165,1129500,1227901.5,,1129500,SATURDAY,13,Y,1,,,,XNA,Approved,-588,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-558,492,365243,365243,1
1834973,219030,Cash loans,,0,0,,,MONDAY,6,Y,1,,,,XNA,Canceled,-485,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2375612,257536,Cash loans,,0,0,,,MONDAY,6,Y,1,,,,XNA,Canceled,-332,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1717096,264306,Cash loans,27729.45,360000,409896,,360000,MONDAY,5,Y,1,,,,XNA,Approved,-782,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,high,Cash X-Sell: high,365243,-752,298,-572,-566,1
1258555,349408,Revolving loans,38250,765000,765000,,765000,TUESDAY,12,Y,1,,,,XAP,Approved,-240,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
1327222,367979,Cash loans,20476.8,274500,336955.5,,274500,FRIDAY,5,Y,1,,,,XNA,Approved,-425,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,high,Cash X-Sell: high,365243,-395,655,365243,365243,1
2089113,158571,Cash loans,,0,0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-59,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1167673,447646,Cash loans,,0,0,,,TUESDAY,9,Y,1,,,,XNA,Refused,-33,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1619695,287280,Cash loans,9686.34,45000,51898.5,,45000,TUESDAY,14,Y,1,,,,XNA,Approved,-835,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,middle,Cash X-Sell: middle,365243,-805,-655,-655,-648,1
1436149,252178,Cash loans,27718.605,261000,291928.5,,261000,WEDNESDAY,11,Y,1,,,,XNA,Approved,-267,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-237,93,365243,365243,1
2578905,145548,Revolving loans,11250,225000,225000,,225000,FRIDAY,10,Y,1,,,,XAP,Refused,-788,XNA,LIMIT,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,,,,,,
1225532,369594,Cash loans,57148.875,810000,851697,,810000,WEDNESDAY,11,Y,1,,,,XNA,Refused,-876,Cash through the bank,LIMIT,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,low_normal,Cash Street: low,,,,,,
1000931,161659,Cash loans,43220.925,855000,954315,,855000,WEDNESDAY,10,Y,1,,,,XNA,Approved,-580,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,middle,Cash X-Sell: middle,365243,-550,860,-160,-156,1
1798190,347015,Cash loans,19151.1,450000,533160,,450000,SATURDAY,11,Y,1,,,,XNA,Approved,-215,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
2742725,276207,Cash loans,4622.085,58500,58500,,58500,WEDNESDAY,14,Y,1,,,,XNA,Approved,-403,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24,high,Cash X-Sell: high,365243,-373,317,-253,-246,0
1589252,229991,Cash loans,48494.385,1377000,1595115,,1377000,WEDNESDAY,15,Y,1,,,,XNA,Approved,-96,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_action,Cash X-Sell: low,,,,,,
1205881,207268,Revolving loans,4500,90000,90000,,90000,FRIDAY,12,Y,1,,,,XAP,Approved,-80,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-80,-32,365243,365243,365243,0
1625810,378715,Cash loans,,0,0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-398,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1646236,282962,Cash loans,,0,0,,,THURSDAY,8,Y,1,,,,XNA,Canceled,-294,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2250101,450657,Cash loans,27156.735,225000,254700,,225000,SATURDAY,14,Y,1,,,,XNA,Refused,-160,Cash through the bank,VERIF,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,,,,,,
1617978,342560,Consumer loans,17761.41,95494.5,100534.5,0,95494.5,SATURDAY,16,Y,1,0,,,XAP,Approved,-574,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,1500,Consumer electronics,6,low_normal,POS household with interest,365243,-543,-393,-543,-538,0
1931241,395667,Cash loans,42898.905,540000,572076,,540000,TUESDAY,10,Y,1,,,,XNA,Approved,-1202,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-1172,-662,-655,-651,1
2616266,183012,Cash loans,,0,0,,,FRIDAY,12,Y,1,,,,XNA,Canceled,-213,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2480438,136306,Cash loans,29371.41,450000,541408.5,,450000,THURSDAY,15,Y,1,,,,Buying a holiday home / land,Approved,-536,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,middle,Cash Street: middle,365243,-506,544,365243,365243,1
1789930,104856,Cash loans,19073.52,531000,531000,,531000,SATURDAY,10,Y,1,,,,XNA,Refused,-286,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
2170757,210574,Cash loans,,0,0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-244,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1698479,119745,Consumer loans,7787.16,29403,27333,2943,29403,TUESDAY,12,Y,1,0.105865852,,,XAP,Approved,-2746,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,15,Connectivity,4,low_normal,POS mobile with interest,365243,-2715,-2625,-2625,-2622,1
1500034,348302,Consumer loans,13337.775,130077,142956,0,130077,MONDAY,14,Y,1,0,,,XAP,Approved,-2261,XNA,XAP,Family,New,Furniture,POS,XNA,Stone,453,Furniture,12,low_normal,POS industry with interest,365243,-2230,-1900,-1900,-1891,1
2604172,341729,Revolving loans,33750,675000,675000,,675000,SATURDAY,17,Y,1,,,,XAP,Refused,-172,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Country-wide,1600,Consumer electronics,0,XNA,Card X-Sell,,,,,,
1674708,356498,Consumer loans,11218.05,107442,118786.5,0,107442,WEDNESDAY,17,Y,1,0,,,XAP,Approved,-637,Cash through the bank,XAP,,Refreshed,Computers,POS,XNA,Country-wide,1600,Consumer electronics,12,low_normal,POS household with interest,365243,-605,-275,-305,-297,0
1925510,255918,Consumer loans,34192.71,176917.5,184509,0,176917.5,FRIDAY,14,Y,1,0,,,XAP,Approved,-700,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1600,Consumer electronics,6,middle,POS household with interest,365243,-669,-519,-549,-544,0
1248546,437756,Consumer loans,,31455,31455,0,31455,SUNDAY,16,Y,1,0,,,XAP,Unused offer,-1877,Cash through the bank,CLIENT,Other_B,New,Mobile,XNA,XNA,Country-wide,1600,Consumer electronics,,XNA,POS household with interest,,,,,,
2113622,417344,Revolving loans,7875,0,157500,,,FRIDAY,17,Y,1,,,,XAP,Approved,-1428,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,1600,Consumer electronics,0,XNA,Card X-Sell,-1403,-1362,365243,365243,365243,0
2267885,339646,Consumer loans,6222.375,92920.5,92920.5,0,92920.5,FRIDAY,21,Y,1,0,,,XAP,Approved,-600,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,1600,Consumer electronics,18,low_normal,POS household with interest,365243,-568,-58,-58,-52,0
1925505,240334,Consumer loans,10582.695,82746,90027,0,82746,THURSDAY,20,Y,1,0,,,XAP,Approved,-567,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,1600,Consumer electronics,10,middle,POS household with interest,365243,-536,-266,-266,-263,0
1748741,373706,Consumer loans,8932.635,72895.5,80113.5,0,72895.5,SATURDAY,19,Y,1,0,,,XAP,Approved,-1680,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Country-wide,1600,Consumer electronics,12,high,POS household with interest,365243,-1648,-1318,-1318,-1315,0
1674716,277534,Consumer loans,19767.465,157342.5,168592.5,0,157342.5,MONDAY,15,Y,1,0,,,XAP,Approved,-628,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,1600,Consumer electronics,10,middle,POS household with interest,365243,-596,-326,-386,-377,0
2313503,220590,Consumer loans,14866.785,71991,84150,0,71991,TUESDAY,14,Y,1,0,,,XAP,Approved,-495,Cash through the bank,XAP,,Refreshed,Computers,POS,XNA,Country-wide,1600,Consumer electronics,6,low_normal,POS household with interest,365243,-463,-313,-373,-357,0
1193556,152377,Revolving loans,2250,45000,45000,,45000,SATURDAY,18,Y,1,,,,XAP,Approved,-264,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,1600,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2123255,212592,Consumer loans,22866.75,115830,134851.5,0,115830,FRIDAY,10,Y,1,0,,,XAP,Approved,-584,XNA,XAP,,Repeater,Furniture,POS,XNA,Regional / Local,1540,Furniture,6,low_action,POS industry without interest,365243,-550,-400,-490,-484,0
